code,name,quartier,modesCollecte,soustype,adresse,coordinates,plage_horaire,conseils,src,type,description
stco_encombrants58,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.592487,47.209740,0.000000",tous les mercredis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les mercredis matins de chaque mois.,,,,,,,,
stco_encombrants59,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.590244,47.209328,0.000000",tous les mercredis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les mercredis matins de chaque mois.,,,,,,,,
stco_encombrants60,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.591516,47.209717,0.000000",tous les mercredis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les mercredis matins de chaque mois.,,,,,,,,
stco_encombrants61,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.591006,47.209499,0.000000",tous les mercredis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les mercredis matins de chaque mois.,,,,,,,,
stco_encombrants62,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.589804,47.210236,0.000000",tous les mercredis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les mercredis matins de chaque mois.,,,,,,,,
stco_encombrants63,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.607614,47.200321,0.000000",tous les mercredis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les mercredis matins de chaque mois.,,,,,,,,
stco_encombrants64,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.606584,47.200684,0.000000",tous les mercredis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les mercredis matins de chaque mois.,,,,,,,,
stco_encombrants65,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.605345,47.201630,0.000000",tous les mercredis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les mercredis matins de chaque mois.,,,,,,,,
stco_encombrants66,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.603607,47.203072,0.000000",tous les mercredis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les mercredis matins de chaque mois.,,,,,,,,
stco_encombrants67,Collecte encombrants en habitat vertical - Quartier Bellevue,Bellevue,modco_encombrants,,,"-1.602405,47.202614,0.000000",tous les mercredis matins de chaque mois.,,Infos reprises de la carte Google Maps publiée par Nantes Métropôle,,La collecte des encombrants pour l&#39;habitat vertical ou habitat collectif a lieu à cette adresse tous les mercredis matins de chaque mois.,,,,,,,,
